"CTuid","CTdguid","CTname","CTpop_2021","CTtdwell_2021","CTurdwell_2021","CTpop_2016","CTpop_2016a","CTtdwell_2016a","CTurdwell_2016a","CTarea","CTadj","CTir_2016","CTir_2021","PRuid","CMAcode","CTcode"
"5210013.00","2021S05075210013.00","0013.00",961,659,640,985,985,657,640,"5.6497","0","0","0","35","521","0968"
"5210014.00","2021S05075210014.00","0014.00",4370,2267,2172,4293,4293,2265,2163,"2.0397","0","0","0","35","521","0969"
"5210015.00","2021S05075210015.00","0015.00",3134,1311,1262,3107,3107,1368,1343,"1.6417","0","0","0","35","521","0970"
"5210016.00","2021S05075210016.00","0016.00",0,0,0,0,0,0,0,"0.1502","0","0","0","35","521","0971"
"5210100.01","2021S05075210100.01","0100.01",1381,557,527,1317,1317,578,537,"3.2102","0","0","0","35","521","3274"
"5210100.02","2021S05075210100.02","0100.02",10991,4351,4236,9793,9793,3827,3738,"31.017","0","0","0","35","521","3275"
"5210101.00","2021S05075210101.00","0101.00",4362,1584,1486,4174,4174,1594,1473,"176.0834","0","0","0","35","521","2547"
"5210102.00","2021S05075210102.00","0102.00",6392,2651,2445,5954,5954,2558,2241,"234.1163","0","0","0","35","521","3276"
"5210103.00","2021S05075210103.00","0103.00",6015,2632,2326,5739,5739,2442,2169,"209.4316","0","0","0","35","521","3277"
"5210104.00","2021S05075210104.00","0104.00",5692,2301,2161,5437,5437,2217,2087,"217.8592","0","0","0","35","521","3278"
"5210105.01","2021S05075210105.01","0105.01",6692,2356,2268,6438,6438,2325,2241,"262.8075","0","0","0","35","521","5376"
"5210105.02","2021S05075210105.02","0105.02",2344,1065,1044,2154,2154,1001,958,"9.6177","0","0","0","35","521","5377"
"5210106.00","2021S05075210106.00","0106.00",8472,3446,3313,7959,7959,3085,3031,"3.9662","0","0","0","35","521","3280"
"5210107.00","2021S05075210107.00","0107.00",435,278,205,420,420,299,198,"66.327","0","0","0","35","521","3281"
"5210108.00","2021S05075210108.00","0108.00",1286,827,599,1203,1203,891,521,"140.0141","0","0","0","35","521","3282"
"5210109.00","2021S05075210109.00","0109.00",644,385,304,557,557,382,262,"36.8021","0","0","0","35","521","3283"
"5210110.00","2021S05075210110.00","0110.00",10355,4556,4346,10197,10197,4165,3963,"11.7984","0","0","0","35","521","2548"
"5210111.01","2021S05075210111.01","0111.01",3402,1426,1391,3366,3366,1421,1383,"1.6274","0","0","0","35","521","3284"
"5210111.02","2021S05075210111.02","0111.02",7256,3079,3029,7229,7229,3072,2961,"7.7087","0","0","0","35","521","3285"
"5210112.03","2021S05075210112.03","0112.03",2577,1020,1003,2580,2580,1019,1006,"9.9743","0","0","0","35","521","3288"
"5210112.04","2021S05075210112.04","0112.04",4600,2121,2078,4664,4664,2099,2049,"1.477","0","0","0","35","521","5378"
"5210112.05","2021S05075210112.05","0112.05",3197,1253,1229,3012,3012,1160,1153,"1.342","0","0","0","35","521","5379"
"5210112.06","2021S05075210112.06","0112.06",4728,1650,1627,4815,4815,1632,1621,"2.2564","0","0","0","35","521","5380"
"5210112.07","2021S05075210112.07","0112.07",2903,1208,1176,2992,2992,1204,1184,"1.8041","0","0","0","35","521","5381"
"5210113.01","2021S05075210113.01","0113.01",15432,5949,5793,11706,11706,4365,4318,"26.2715","0","0","0","35","521","5382"
"5210113.02","2021S05075210113.02","0113.02",5389,2075,2034,5319,5319,2028,1989,"146.2248","0","0","0","35","521","5383"
"5210200.00","2021S05075210200.00","0200.00",2089,1919,1005,1516,1516,1996,689,"286.6435","0","0","0","35","521","6094"
"5220001.00","2021S05075220001.00","0001.00",1365,587,576,1125,1125,483,471,"4.1338","0","0","0","35","522","5197"
"5220002.00","2021S05075220002.00","0002.00",3089,1458,1426,3110,3110,1409,1379,"1.9202","0","0","0","35","522","5198"
"5220003.00","2021S05075220003.00","0003.00",2256,1137,1088,2308,2308,1129,1080,"1.3388","0","0","0","35","522","5199"
"5220004.00","2021S05075220004.00","0004.00",4291,2276,2147,4264,4264,2273,2105,"1.7144","0","0","0","35","522","5200"
"5220005.00","2021S05075220005.00","0005.00",1314,999,815,1042,1042,779,650,"0.9772","0","0","0","35","522","5201"
"5220006.00","2021S05075220006.00","0006.00",6042,2984,2818,5604,5604,2919,2686,"2.1518","0","0","0","35","522","5202"
"5220007.00","2021S05075220007.00","0007.00",7610,3272,3142,6479,6479,2783,2693,"7.6961","0","0","0","35","522","5203"
"5220008.00","2021S05075220008.00","0008.00",3272,1460,1416,3180,3180,1464,1396,"1.4923","0","0","0","35","522","5204"
"5220009.00","2021S05075220009.00","0009.00",2346,931,919,2203,2203,858,852,"1.4955","0","0","0","35","522","5205"
"5220010.00","2021S05075220010.00","0010.00",15,6,5,20,20,11,8,"8.4107","0","0","0","35","522","5206"
"5220011.00","2021S05075220011.00","0011.00",4009,1800,1741,4060,4060,1793,1723,"2.4138","0","0","0","35","522","5207"
"5220012.00","2021S05075220012.00","0012.00",7170,3046,2933,7054,7054,2931,2861,"2.9406","0","0","0","35","522","5208"
"5220013.00","2021S05075220013.00","0013.00",0,0,0,15,15,7,7,"2.7122","0","0","0","35","522","5209"
"5220014.00","2021S05075220014.00","0014.00",28,13,13,34,34,12,12,"2.2419","0","0","0","35","522","5210"
"5220015.00","2021S05075220015.00","0015.00",75,40,38,84,84,42,42,"1.33","0","0","0","35","522","5211"
"5220200.00","2021S05075220200.00","0200.00",2372,919,893,2366,2366,902,877,"88.2283","0","0","0","35","522","5214"
"5220201.00","2021S05075220201.00","0201.00",6652,2457,2400,4822,4822,1809,1779,"25.5285","0","0","0","35","522","5215"
"5220202.00","2021S05075220202.00","0202.00",3165,1197,1166,2946,2946,1140,1111,"90.4213","0","0","0","35","522","5216"
"5220300.00","2021S05075220300.00","0300.00",4229,1979,1918,3823,3823,1820,1749,"14.884","0","0","0","35","522","5217"
"5220301.00","2021S05075220301.00","0301.00",1635,561,540,1448,1448,543,516,"7.6865","0","0","0","35","522","5218"
"5220302.00","2021S05075220302.00","0302.00",4592,1842,1798,4748,4748,1831,1809,"113.2125","0","0","0","35","522","5219"
"5220303.00","2021S05075220303.00","0303.00",3859,1574,1460,3617,3617,1517,1368,"109.8428","0","0","0","35","522","5220"
"5220304.00","2021S05075220304.00","0304.00",4773,2014,1919,4322,4322,1859,1747,"54.4117","0","0","0","35","522","5221"
"5220400.00","2021S05075220400.00","0400.00",2491,1183,1126,2482,2482,1168,1119,"2.7488","0","0","0","35","522","5222"
"5220401.00","2021S05075220401.00","0401.00",5084,2364,2264,5060,5060,2340,2210,"2.6138","0","0","0","35","522","5223"
"5220402.00","2021S05075220402.00","0402.00",256,179,165,190,190,144,134,"0.3353","0","0","0","35","522","5224"
"5220403.00","2021S05075220403.00","0403.00",4099,1753,1727,3651,3651,1613,1587,"2.6207","0","0","0","35","522","5225"
"5220404.00","2021S05075220404.00","0404.00",2049,855,813,2076,2076,854,819,"1.9784","0","0","0","35","522","5226"
"5220405.00","2021S05075220405.00","0405.00",0,1,0,0,0,2,2,"2.0708","0","0","0","35","522","5227"
"5220406.00","2021S05075220406.00","0406.00",4274,1894,1826,4330,4330,1893,1856,"1.8648","0","0","0","35","522","5228"
"5220407.00","2021S05075220407.00","0407.00",0,1,1,0,0,1,1,"0.9513","0","0","0","35","522","5229"
"5220500.00","2021S05075220500.00","0500.00",5912,2435,2285,4542,4542,1833,1731,"62.8681","0","0","0","35","522","5230"
"5220501.00","2021S05075220501.00","0501.00",3307,1253,1214,3288,3288,1228,1180,"117.3599","0","0","0","35","522","5231"
"5220600.00","2021S05075220600.00","0600.00",4538,1730,1650,4297,4226,1604,1523,"312.422","1","0","0","35","522","4823"
"5220700.00","2021S05075220700.00","0700.00",5015,2074,1971,4882,4882,2029,1896,"282.4797","0","0","0","35","522","4847"
"5290001.01","2021S05075290001.01","0001.01",3464,1341,1318,3498,3498,1340,1320,"4.7784","0","0","0","35","529","2220"
"5290001.02","2021S05075290001.02","0001.02",4621,1880,1813,4787,4787,1888,1846,"7.855","0","0","0","35","529","2221"
"5290002.00","2021S05075290002.00","0002.00",3905,1833,1763,3797,3797,1805,1744,"1.4799","0","0","0","35","529","0975"
"5290003.00","2021S05075290003.00","0003.00",6376,2661,2521,6230,6230,2584,2459,"8.9162","0","0","0","35","529","0976"
"5290004.00","2021S05075290004.00","0004.00",4377,2008,1940,4446,4446,1971,1918,"2.4431","0","0","0","35","529","0977"
"5290005.00","2021S05075290005.00","0005.00",2294,1251,1177,2263,2263,1260,1178,"0.8619","0","0","0","35","529","0978"
"5290006.00","2021S05075290006.00","0006.00",5812,2972,2840,5510,5510,2826,2719,"2.8877","0","0","0","35","529","0979"
"5290007.00","2021S05075290007.00","0007.00",4995,2917,2529,4409,4409,2765,2234,"1.5186","0","0","0","35","529","0980"
"5290008.00","2021S05075290008.00","0008.00",4055,2079,1939,4119,4119,2066,1961,"1.0413","0","0","0","35","529","0981"
"5290009.01","2021S05075290009.01","0009.01",3018,1672,1571,3004,3004,1656,1592,"1.7321","0","0","0","35","529","3289"
"5290009.02","2021S05075290009.02","0009.02",5524,2486,2412,5528,5528,2412,2351,"2.7424","0","0","0","35","529","3290"
"5290009.03","2021S05075290009.03","0009.03",6362,2359,2323,6354,6354,2290,2275,"3.5298","0","0","0","35","529","4429"
"5290009.04","2021S05075290009.04","0009.04",5447,2172,2119,5434,5434,2129,2057,"2.2743","0","0","0","35","529","4430"
"5290010.00","2021S05075290010.00","0010.00",2637,1455,1261,2348,2348,1417,1148,"0.6982","0","0","0","35","529","0983"
"5290011.00","2021S05075290011.00","0011.00",2806,1390,1281,2695,2695,1370,1245,"1.0286","0","0","0","35","529","0984"
"5290012.00","2021S05075290012.00","0012.00",7623,3345,3223,6824,6824,3008,2936,"4.6984","0","0","0","35","529","0985"
"5290013.00","2021S05075290013.00","0013.00",5978,2517,2340,5879,5879,2357,2271,"3.5806","0","0","0","35","529","0986"
"5290014.00","2021S05075290014.00","0014.00",2616,1076,1030,2622,2622,1155,1003,"8.9945","0","0","0","35","529","0987"
"5290100.00","2021S05075290100.00","0100.00",3712,1484,1376,3496,3496,1429,1310,"156.1459","0","0","0","35","529","2552"
"5290101.00","2021S05075290101.00","0101.00",3920,2117,1549,3213,3213,2005,1267,"303.3145","0","0","0","35","529","3291"
"5290102.01","2021S05075290102.01","0102.01",7226,3158,3002,6780,6780,3019,2824,"80.2167","0","0","0","35","529","6297"
"5290102.03","2021S05075290102.03","0102.03",1244,650,543,1059,1059,613,457,"6.6369","0","0","0","35","529","4045"
"5290102.04","2021S05075290102.04","0102.04",3431,2009,1407,2829,2829,1990,1136,"119.5175","0","0","0","35","529","4050"
"5290103.00","2021S05075290103.00","0103.00",5392,2264,2052,4959,4959,2294,1925,"76.0337","0","0","0","35","529","3293"
"5290104.00","2021S05075290104.00","0104.00",4345,1701,1599,3777,3777,1587,1425,"44.0449","0","0","0","35","529","3294"
"5290105.01","2021S05075290105.01","0105.01",341,210,157,362,362,211,154,"8.9288","0","0","0","35","529","4030"
"5290105.02","2021S05075290105.02","0105.02",5607,2290,2114,5303,5303,2188,2037,"267.5316","0","0","0","35","529","4032"
"5290106.00","2021S05075290106.00","0106.00",1480,760,618,1367,1367,756,554,"78.6212","0","0","0","35","529","6188"
"5290200.00","2021S05075290200.00","0200.00",4176,1518,1467,4019,4019,1460,1416,"161.5698","0","0","0","35","529","0655"
"5290201.00","2021S05075290201.00","0201.00",5840,2186,2086,4810,4810,1811,1771,"144.8195","0","0","0","35","529","0657"
"5320001.00","2021S05075320001.00","0001.00",3578,1666,1570,3389,3389,1606,1517,"6.6328","0","0","0","35","532","0990"
"5320002.01","2021S05075320002.01","0002.01",4265,1707,1634,4132,4132,1687,1637,"2.3208","0","0","0","35","532","2553"
"5320002.02","2021S05075320002.02","0002.02",4624,2070,1964,4521,4521,2035,1920,"1.1543","0","0","0","35","532","2554"
"5320002.03","2021S05075320002.03","0002.03",6253,2405,2326,6075,6075,2379,2274,"7.0676","0","0","0","35","532","3296"
"5320003.01","2021S05075320003.01","0003.01",4386,1671,1618,4321,4321,1667,1599,"2.467","0","0","0","35","532","3297"
"5320003.02","2021S05075320003.02","0003.02",6592,2495,2444,6313,6313,2383,2363,"2.5085","0","0","0","35","532","3298"
"5320004.01","2021S05075320004.01","0004.01",3077,1261,1227,2963,2963,1243,1197,"0.9425","0","0","0","35","532","4391"
"5320004.02","2021S05075320004.02","0004.02",4172,2228,2121,4081,4081,2212,2126,"1.5619","0","0","0","35","532","4392"
"5320005.00","2021S05075320005.00","0005.00",4040,2044,1897,3833,3833,1962,1817,"1.1279","0","0","0","35","532","0994"
"5320006.00","2021S05075320006.00","0006.00",3641,1650,1554,3524,3524,1706,1562,"1.448","0","0","0","35","532","0995"
"5320007.00","2021S05075320007.00","0007.00",5575,2451,2338,5170,5170,2403,2282,"1.5845","0","0","0","35","532","0996"
"5320008.01","2021S05075320008.01","0008.01",3805,1375,1348,3824,3824,1380,1369,"1.772","0","0","0","35","532","2555"
"5320008.02","2021S05075320008.02","0008.02",2649,1079,1036,2531,2531,1053,1021,"1.2473","0","0","0","35","532","2556"
"5320008.03","2021S05075320008.03","0008.03",4352,1752,1702,4393,4393,1751,1730,"1.9001","0","0","0","35","532","3299"
"5320008.05","2021S05075320008.05","0008.05",3280,1376,1336,3196,3196,1282,1261,"2.0547","0","0","0","35","532","6196"
"5320008.06","2021S05075320008.06","0008.06",5461,1816,1795,5462,5462,1819,1802,"1.8893","0","0","0","35","532","6197"
"5320008.08","2021S05075320008.08","0008.08",3858,1251,1240,,3843,1250,1246,"1.4467","1","0","0","35","532","6592"
"5320008.09","2021S05075320008.09","0008.09",4386,1623,1537,,4090,1432,1417,"1.9517","1","0","0","35","532","6593"
"5320009.01","2021S05075320009.01","0009.01",2710,1253,1213,2657,2657,1238,1201,"1.0221","0","0","0","35","532","3301"
"5320009.02","2021S05075320009.02","0009.02",3310,1234,1210,3263,3263,1237,1226,"0.9661","0","0","0","35","532","3302"
"5320009.03","2021S05075320009.03","0009.03",6077,2206,2169,5999,5999,2221,2201,"1.6974","0","0","0","35","532","3303"
"5320009.04","2021S05075320009.04","0009.04",2780,1124,1101,2667,2667,1101,1079,"1.0276","0","0","0","35","532","4393"
"5320009.05","2021S05075320009.05","0009.05",5408,2520,2479,5399,5399,2519,2510,"1.7208","0","0","0","35","532","4920"
"5320010.00","2021S05075320010.00","0010.00",5346,3322,2983,4524,4524,2842,2569,"1.3081","0","0","0","35","532","0999"
"5320011.00","2021S05075320011.00","0011.00",5142,2225,2154,5284,5284,2257,2191,"1.9697","0","0","0","35","532","1000"
"5320012.01","2021S05075320012.01","0012.01",3438,1480,1400,3266,3266,1460,1398,"0.8153","0","0","0","35","532","3060"
"5320012.02","2021S05075320012.02","0012.02",2882,1238,1194,2613,2613,1203,1172,"1.3293","0","0","0","35","532","3092"
"5320013.00","2021S05075320013.00","0013.00",6451,2501,2463,6369,6369,2489,2462,"5.2227","0","0","0","35","532","1002"
"5320014.01","2021S05075320014.01","0014.01",2676,1072,1052,2469,2469,1058,1030,"1.1316","0","0","0","35","532","3304"
"5320014.02","2021S05075320014.02","0014.02",5238,2586,2503,5072,5072,2580,2514,"0.5868","0","0","0","35","532","3305"
"5320015.02","2021S05075320015.02","0015.02",4550,1672,1625,4075,4075,1547,1494,"2.2367","0","0","0","35","532","0024"
"5320015.03","2021S05075320015.03","0015.03",1795,763,741,1694,1694,754,720,"0.8339","0","0","0","35","532","3046"
"5320015.04","2021S05075320015.04","0015.04",3178,1418,1250,2245,2245,952,808,"5.2696","0","0","0","35","532","3049"
"5320016.04","2021S05075320016.04","0016.04",14443,4508,4264,7396,7396,2643,2402,"70.8753","0","0","0","35","532","3018"
"5320016.05","2021S05075320016.05","0016.05",5831,1979,1928,,5782,1948,1936,"1.6482","1","0","0","35","532","6594"
"5320016.06","2021S05075320016.06","0016.06",6385,1784,1754,,5466,1579,1562,"1.6503","1","0","0","35","532","6595"
"5320016.07","2021S05075320016.07","0016.07",3920,979,943,,1895,499,491,"1.9802","1","0","0","35","532","6696"
"5320016.08","2021S05075320016.08","0016.08",5829,1540,1521,,5662,1506,1489,"1.3466","1","0","0","35","532","6697"
"5320100.01","2021S05075320100.01","0100.01",7312,2830,2766,6584,6584,2512,2476,"16.2201","0","0","0","35","532","4394"
"5320100.02","2021S05075320100.02","0100.02",5499,2109,2044,5638,5638,2093,2079,"2.6759","0","0","0","35","532","4395"
"5320100.03","2021S05075320100.03","0100.03",8108,2767,2709,6316,6316,2151,2141,"5.9396","0","0","0","35","532","4396"
"5320101.02","2021S05075320101.02","0101.02",4188,1543,1513,4114,4114,1546,1531,"2.5464","0","0","0","35","532","4398"
"5320101.03","2021S05075320101.03","0101.03",4023,1388,1354,4063,4063,1382,1367,"1.6925","0","0","0","35","532","4399"
"5320101.04","2021S05075320101.04","0101.04",4887,1871,1837,4607,4607,1704,1692,"1.7002","0","0","0","35","532","4921"
"5320101.05","2021S05075320101.05","0101.05",4177,1726,1678,3840,3840,1685,1597,"3.3996","0","0","0","35","532","6199"
"5320101.06","2021S05075320101.06","0101.06",4580,1453,1431,4566,4566,1442,1428,"2.3513","0","0","0","35","532","6200"
"5320102.01","2021S05075320102.01","0102.01",3185,1119,1097,3240,3240,1115,1110,"1.0305","0","0","0","35","532","6218"
"5320102.02","2021S05075320102.02","0102.02",2435,1362,1314,2265,2265,1345,1278,"0.6633","0","0","0","35","532","6219"
"5320102.03","2021S05075320102.03","0102.03",3024,1348,1306,3053,3053,1345,1304,"1.4324","0","0","0","35","532","6220"
"5320103.00","2021S05075320103.00","0103.00",2787,1328,1280,2544,2544,1304,1243,"1.1593","0","0","0","35","532","1008"
"5320104.00","2021S05075320104.00","0104.00",4590,1804,1743,4173,4173,1692,1635,"1.7036","0","0","0","35","532","1009"
"5320105.04","2021S05075320105.04","0105.04",4760,1420,1407,4669,4669,1419,1409,"1.6998","0","0","0","35","532","6202"
"5320105.05","2021S05075320105.05","0105.05",4947,1702,1667,4508,4508,1507,1496,"1.1036","0","0","0","35","532","6203"
"5320105.06","2021S05075320105.06","0105.06",2763,1023,1001,2815,2815,1030,1013,"0.62","0","0","0","35","532","6204"
"5320105.07","2021S05075320105.07","0105.07",5535,1828,1804,5746,5746,1839,1823,"1.9641","0","0","0","35","532","6205"
"5320105.08","2021S05075320105.08","0105.08",4212,1191,1171,3171,3171,898,885,"1.4493","0","0","0","35","532","6206"
"5320105.09","2021S05075320105.09","0105.09",5063,1659,1648,4722,4722,1574,1558,"1.0407","0","0","0","35","532","6207"
"5320105.10","2021S05075320105.10","0105.10",6704,2058,2042,6796,6796,2068,2052,"1.4627","0","0","0","35","532","6208"
"5320105.14","2021S05075320105.14","0105.14",5323,1633,1590,3329,3329,1061,1044,"15.9233","0","0","0","35","532","3095"
"5320105.15","2021S05075320105.15","0105.15",7857,2429,2391,7395,7395,2328,2307,"14.3061","0","0","0","35","532","3096"
"5320105.17","2021S05075320105.17","0105.17",1678,601,568,1738,1738,594,576,"52.0302","0","0","0","35","532","3128"
"5320105.18","2021S05075320105.18","0105.18",5353,1620,1606,,4942,1496,1470,"1.5525","1","0","0","35","532","6681"
"5320105.19","2021S05075320105.19","0105.19",5936,1766,1748,,5801,1764,1740,"2.2071","1","0","0","35","532","6682"
"5320105.20","2021S05075320105.20","0105.20",6056,1748,1742,,6011,1747,1739,"1.3212","1","0","0","35","532","6683"
"5320105.21","2021S05075320105.21","0105.21",2179,833,813,,2137,818,807,"1.6817","1","0","0","35","532","6684"
"5320105.22","2021S05075320105.22","0105.22",1484,446,437,,5,4,4,"3.352","1","0","0","35","532","6687"
"5320105.23","2021S05075320105.23","0105.23",6627,1832,1813,,6537,1829,1828,"1.2712","1","0","0","35","532","6688"
